timestamp,Q,I
49551,-79.52,394.43,4104.00
49571,156.66,458.79,131328.00
49590,-80.32,393.17,4104.00
49610,160.37,457.33,131328.00
49629,-77.47,392.84,4104.00
49649,157.45,456.60,131328.00
49668,-78.40,391.52,4104.00
49688,155.87,456.14,131328.00
49707,-78.33,390.46,4104.00
49727,158.12,457.86,131328.00
49746,-77.07,388.80,4104.00
49766,155.27,454.62,131328.00
49785,-78.46,388.07,4104.00
49805,154.74,452.50,131328.00
49824,-77.07,385.03,4104.00
49844,153.28,451.37,131328.00
49863,-77.60,385.09,4104.00
49883,154.54,449.12,131328.00
49902,-76.87,382.05,4104.00
49922,154.81,451.90,131328.00
49941,-77.54,378.67,4104.00
49961,159.77,450.31,131328.00
49980,-76.41,378.27,4104.00
50000,151.36,445.15,131328.00
50019,-77.60,375.36,4104.00
50038,157.85,447.80,131328.00
50058,-74.62,371.98,4104.00
50077,157.45,445.35,131328.00
50097,-77.14,370.79,4104.00
50116,156.33,445.15,131328.00
50136,-76.28,368.94,4104.00
50155,152.89,439.19,131328.00
50175,-75.75,367.08,4104.00
50194,150.63,441.71,131328.00
50214,-76.34,365.63,4104.00
50233,155.53,439.06,131328.00
50253,-76.41,364.30,4104.00
50272,146.60,435.68,131328.00
50292,-77.07,362.12,4104.00
50311,150.90,439.59,131328.00
50331,-75.95,361.19,4104.00
50350,152.89,438.40,131328.00
50370,-75.02,359.80,4104.00
50389,151.76,438.20,131328.00
50409,-75.15,358.48,4104.00
50428,145.80,430.58,131328.00
50448,-76.01,356.69,4104.00
50467,149.11,435.88,131328.00
50487,-75.75,356.29,4104.00
50506,146.40,429.59,131328.00
50526,-76.61,352.98,4104.00
50545,144.81,430.18,131328.00
50565,-76.67,352.65,4104.00
50584,146.46,431.91,131328.00
50604,-76.08,350.93,4104.00
50623,146.66,432.04,131328.00
50643,-76.21,348.35,4104.00
50662,145.60,430.32,131328.00
50682,-75.81,347.09,4104.00
50701,145.40,429.52,131328.00
50721,-75.28,345.50,4104.00
50740,149.24,426.87,131328.00
50760,-76.94,343.45,4104.00
50779,143.15,426.81,131328.00
50799,-75.95,343.51,4104.00
50818,141.36,421.97,131328.00
50838,-75.75,340.00,4104.00
50857,147.32,425.68,131328.00
50877,-74.95,339.54,4104.00
50896,147.26,423.63,131328.00
50916,-77.20,338.22,4104.00
50935,139.38,420.52,131328.00
50955,-75.55,336.16,4104.00
50974,143.42,423.36,131328.00
50994,-75.09,335.83,4104.00
51013,145.87,421.58,131328.00
51033,-75.75,335.30,4104.00
51052,139.44,417.27,131328.00
51072,-76.01,333.58,4104.00
51091,145.73,421.91,131328.00
51111,-75.75,333.91,4104.00
51130,138.32,416.94,131328.00
51150,-76.54,330.53,4104.00
51169,144.81,422.11,131328.00
51189,-76.14,330.40,4104.00
51208,142.95,421.31,131328.00
51228,-75.42,329.21,4104.00
51247,137.92,414.82,131328.00
51267,-76.34,328.75,4104.00
51286,140.11,418.73,131328.00
51306,-76.14,327.89,4104.00
51325,140.77,418.13,131328.00
51345,-76.48,325.57,4104.00
51364,144.01,417.01,131328.00
51384,-76.81,324.24,4104.00
51403,135.87,413.57,131328.00
51423,-76.67,323.05,4104.00
51442,140.31,417.67,131328.00
51461,-77.54,324.05,4104.00
51481,142.89,416.81,131328.00
51500,-76.54,321.13,4104.00
51520,136.99,415.15,131328.00
51539,-76.74,319.54,4104.00
51559,142.36,415.42,131328.00
51578,-76.48,319.15,4104.00
51598,137.26,413.43,131328.00
51617,-77.54,316.96,4104.00
51637,133.82,410.39,131328.00
51656,-78.46,316.76,4104.00
51676,136.33,409.00,131328.00
51695,-76.01,316.70,4104.00
51715,135.41,407.61,131328.00
51734,-76.21,315.84,4104.00
51754,134.08,407.21,131328.00
51773,-76.61,314.38,4104.00
51793,140.17,411.45,131328.00
51812,-77.54,314.31,4104.00
51832,132.49,408.53,131328.00
51851,-76.48,313.65,4104.00
51871,138.98,412.97,131328.00
51890,-76.87,312.66,4104.00
51910,134.21,406.75,131328.00
51929,-78.00,311.80,4104.00
51949,132.62,408.27,131328.00
51968,-76.94,311.00,4104.00
51988,136.66,411.45,131328.00
52007,-78.26,309.88,4104.00
52027,133.95,405.62,131328.00
52046,-77.47,310.67,4104.00
52066,131.76,406.68,131328.00
52085,-76.01,310.21,4104.00
52105,138.12,410.92,131328.00
52124,-77.27,309.21,4104.00
52144,132.09,404.69,131328.00
52163,-78.33,309.15,4104.00
52183,131.50,406.61,131328.00
52202,-76.67,306.70,4104.00
52222,138.58,408.80,131328.00
52241,-78.33,307.56,4104.00
52261,130.97,405.62,131328.00
52280,-78.59,306.63,4104.00
52300,134.48,409.66,131328.00
52319,-77.93,306.43,4104.00
52339,133.42,408.33,131328.00
52358,-79.39,305.04,4104.00
52378,135.74,409.46,131328.00
52397,-77.27,304.51,4104.00
52417,134.21,404.83,131328.00
52436,-77.73,304.58,4104.00
52456,130.97,406.22,131328.00
52475,-79.26,305.31,4104.00
52495,129.84,404.96,131328.00
52514,-76.28,304.18,4104.00
52534,131.63,403.17,131328.00
52553,-77.60,304.25,4104.00
52573,137.59,408.40,131328.00
52592,-78.13,303.72,4104.00
52612,129.51,404.89,131328.00
52631,-78.86,302.73,4104.00
52651,133.09,404.96,131328.00
52670,-78.99,302.92,4104.00
52690,131.96,405.42,131328.00
52709,-78.73,302.86,4104.00
52729,136.99,406.81,131328.00
52748,-79.12,302.92,4104.00
52768,137.06,407.41,131328.00
52787,-76.87,301.60,4104.00
52807,137.52,408.07,131328.00
52826,-78.26,300.94,4104.00
52846,133.09,403.90,131328.00
52865,-77.34,300.67,4104.00
52884,130.31,403.43,131328.00
52904,-79.19,301.20,4104.00
52923,131.04,407.21,131328.00
52943,-77.93,301.53,4104.00
52962,131.23,402.91,131328.00
52982,-78.46,300.87,4104.00
53001,135.01,404.76,131328.00
53021,-78.79,301.47,4104.00
53040,139.11,408.47,131328.00
53060,-79.06,301.20,4104.00
53079,129.38,404.49,131328.00
53099,-78.86,302.20,4104.00
53118,136.73,408.47,131328.00
53138,-78.20,300.54,4104.00
53157,136.86,408.53,131328.00
53177,-78.53,299.75,4104.00
53196,131.76,406.81,131328.00
53216,-79.59,300.47,4104.00
53235,137.33,408.86,131328.00
53255,-78.20,300.41,4104.00
53274,132.16,403.70,131328.00
53294,-78.33,301.20,4104.00
53313,135.54,408.73,131328.00
53333,-78.86,301.27,4104.00
53352,137.13,408.00,131328.00
53372,-77.93,300.61,4104.00
53391,135.67,405.62,131328.00
53411,-78.20,300.34,4104.00
53430,135.54,408.60,131328.00
53450,-78.59,300.80,4104.00
53469,137.06,408.00,131328.00
53489,-78.26,300.28,4104.00
53508,136.99,408.73,131328.00
53528,-78.86,301.20,4104.00
53547,132.16,407.01,131328.00
53567,-78.13,300.61,4104.00
53586,136.00,405.95,131328.00
53606,-78.20,302.13,4104.00
53625,132.89,407.61,131328.00
53645,-78.93,302.73,4104.00
53664,137.99,407.80,131328.00
53684,-80.18,302.39,4104.00
53703,130.37,405.95,131328.00
53723,-80.65,302.26,4104.00
53742,134.21,408.86,131328.00
53762,-79.92,303.92,4104.00
53781,129.98,405.09,131328.00
53801,-79.59,304.05,4104.00
53820,137.92,410.25,131328.00
53840,-78.53,305.04,4104.00
53859,136.07,410.52,131328.00
53879,-78.93,306.23,4104.00
53898,137.33,410.72,131328.00
53918,-78.59,306.37,4104.00
53937,133.75,409.13,131328.00
53957,-78.26,307.36,4104.00
53976,136.07,410.59,131328.00
53996,-78.00,308.15,4104.00
54015,132.56,408.07,131328.00
54035,-78.73,308.49,4104.00
54054,139.58,410.52,131328.00
54074,-79.79,310.41,4104.00
54093,136.27,407.67,131328.00
54113,-77.73,310.27,4104.00
54132,135.01,411.18,131328.00
54152,-77.47,312.59,4104.00
54171,133.35,410.65,131328.00
54191,-78.26,313.32,4104.00
54210,140.90,413.23,131328.00
54230,-78.06,315.31,4104.00
54249,134.35,410.72,131328.00
54269,-77.01,315.24,4104.00
54288,139.78,415.82,131328.00
54307,-77.73,316.70,4104.00
54327,133.88,412.57,131328.00
54346,-76.41,318.68,4104.00
54366,141.89,414.82,131328.00
54385,-77.34,320.93,4104.00
54405,142.36,415.95,131328.00
54424,-78.79,321.26,4104.00
54444,143.42,416.88,131328.00
54463,-78.00,322.39,4104.00
54483,138.45,417.94,131328.00
54502,-77.20,324.24,4104.00
54522,143.22,420.32,131328.00
54541,-77.27,325.57,4104.00
54561,142.23,420.52,131328.00
54580,-76.81,326.96,4104.00
54600,143.88,419.33,131328.00
54619,-77.67,327.55,4104.00
54639,136.93,418.20,131328.00
54658,-78.33,328.88,4104.00
54678,144.87,421.64,131328.00
54697,-77.40,330.00,4104.00
54717,137.19,419.26,131328.00
54736,-76.34,331.20,4104.00
54756,147.46,423.63,131328.00
54775,-77.20,331.26,4104.00
54795,143.22,419.79,131328.00
54814,-76.54,332.92,4104.00
54834,145.93,424.62,131328.00
54853,-76.21,335.04,4104.00
54873,138.98,420.72,131328.00
54892,-76.28,335.04,4104.00
54912,141.63,424.69,131328.00
54931,-76.28,337.55,4104.00
54951,143.55,422.84,131328.00
54970,-76.74,338.55,4104.00
54990,140.97,422.31,131328.00
55009,-75.88,339.87,4104.00
55029,140.57,424.56,131328.00
55048,-77.20,342.25,4104.00
55068,140.70,425.81,131328.00
55087,-76.81,343.11,4104.00
55107,145.60,429.46,131328.00
55126,-76.94,344.84,4104.00
55146,149.77,428.93,131328.00
55165,-76.34,345.76,4104.00
55185,142.49,427.73,131328.00
55204,-75.62,347.82,4104.00
55224,144.74,431.64,131328.00
55243,-76.34,349.74,4104.00
55263,144.01,429.26,131328.00
55282,-76.81,349.80,4104.00
55302,143.09,431.24,131328.00
55321,-76.61,351.13,4104.00
55341,150.97,431.51,131328.00
55360,-76.34,351.39,4104.00
55380,144.94,429.66,131328.00
55399,-76.54,352.58,4104.00
55419,151.96,433.56,131328.00
55438,-74.56,353.84,4104.00
55458,152.55,434.36,131328.00
55477,-75.88,354.44,4104.00
55497,147.65,435.61,131328.00
55516,-76.14,356.49,4104.00
55536,148.18,436.14,131328.00
55555,-77.01,357.22,4104.00
55575,145.27,434.82,131328.00
55594,-76.14,358.87,4104.00
55614,146.07,436.54,131328.00
55633,-77.07,361.19,4104.00
55653,147.06,438.20,131328.00
55672,-76.08,362.98,4104.00
55692,146.60,437.87,131328.00
55711,-76.48,363.97,4104.00
55730,151.23,437.40,131328.00
55750,-76.34,364.10,4104.00
55769,151.10,441.37,131328.00
55789,-79.26,365.63,4104.00
55808,154.08,444.88,131328.00
55828,-76.28,367.88,4104.00
55847,156.33,443.56,131328.00
55867,-76.67,368.67,4104.00
55886,149.05,443.49,131328.00
55906,-76.01,369.86,4104.00
55925,151.36,445.08,131328.00
55945,-77.07,371.85,4104.00
55964,157.32,445.02,131328.00
55984,-75.42,371.59,4104.00
56003,150.50,442.10,131328.00
56023,-76.54,372.38,4104.00
56042,155.60,448.00,131328.00
56062,-76.21,373.71,4104.00
56081,157.85,448.33,131328.00
56101,-75.81,374.04,4104.00
56120,157.85,445.35,131328.00
56140,-76.54,374.96,4104.00
56159,151.76,445.41,131328.00
56179,-76.01,377.81,4104.00
56198,154.28,445.48,131328.00
56218,-76.41,377.94,4104.00
56237,152.89,447.00,131328.00
56257,-76.67,379.33,4104.00
56276,156.39,448.72,131328.00
56296,-77.80,380.99,4104.00
56315,153.42,449.85,131328.00
56335,-77.20,382.78,4104.00
56354,159.90,455.01,131328.00
56374,-78.33,383.17,4104.00
56393,154.47,451.84,131328.00
56413,-77.87,385.69,4104.00
56432,160.57,456.93,131328.00
56452,-77.20,387.21,4104.00
56471,154.94,453.56,131328.00
56491,-78.73,386.22,4104.00
56510,156.26,455.01,131328.00
56530,-77.54,388.34,4104.00
56549,160.70,455.54,131328.00
56569,-77.60,388.87,4104.00
56588,157.98,457.33,131328.00
56608,-78.06,387.74,4104.00
56627,158.18,457.80,131328.00
56647,-76.81,388.93,4104.00
56666,163.21,457.93,131328.00
56686,-78.06,389.00,4104.00
56705,157.85,458.19,131328.00
56725,-78.40,390.32,4104.00
56744,158.58,458.79,131328.00
56764,-79.65,391.05,4104.00
56783,164.08,460.11,131328.00
56803,-78.99,392.58,4104.00
56822,159.57,457.46,131328.00
56842,-78.53,393.44,4104.00
56861,164.34,460.38,131328.00
56881,-79.39,393.97,4104.00
56900,157.26,459.52,131328.00
56920,-79.59,394.83,4104.00
56939,157.12,460.78,131328.00
56959,-78.79,395.82,4104.00
56978,162.88,464.81,131328.00
56998,-78.99,396.09,4104.00
57017,162.09,461.57,131328.00
57037,-78.79,397.54,4104.00
57056,161.23,461.04,131328.00
57076,-79.46,398.01,4104.00
57095,165.80,463.42,131328.00
57115,-79.32,398.27,4104.00
57134,165.86,464.81,131328.00
57153,-78.13,398.07,4104.00
57173,160.50,462.17,131328.00
57192,-79.99,399.00,4104.00
57212,159.37,462.17,131328.00
57231,-78.99,397.48,4104.00
57251,161.82,464.22,131328.00
57270,-79.19,396.68,4104.00
57290,165.73,463.29,131328.00
57309,-79.39,396.55,4104.00
57329,165.66,461.83,131328.00
57348,-78.99,397.61,4104.00
57368,165.33,462.96,131328.00
57387,-79.12,397.34,4104.00
57407,160.63,463.95,131328.00
57426,-78.79,397.74,4104.00
57446,165.47,463.75,131328.00
57465,-79.59,397.01,4104.00
57485,165.66,463.16,131328.00
57504,-79.72,397.81,4104.00
57524,162.02,463.42,131328.00
57543,-79.06,396.28,4104.00
57563,158.84,460.97,131328.00
57582,-79.59,397.08,4104.00
57602,165.33,463.36,131328.00
57621,-79.85,397.61,4104.00
57641,165.53,465.61,131328.00
57660,-78.59,396.28,4104.00
57680,158.51,460.91,131328.00
57699,-78.99,395.82,4104.00
57719,159.97,459.72,131328.00
57738,-79.06,396.02,4104.00
57758,158.51,459.72,131328.00
57777,-79.39,394.89,4104.00
57797,157.59,459.52,131328.00
57816,-79.12,393.57,4104.00
57836,157.65,460.38,131328.00
57855,-79.72,392.31,4104.00
57875,159.31,459.65,131328.00
57894,-78.79,390.52,4104.00
57914,156.33,455.61,131328.00
57933,-78.06,387.68,4104.00
57953,157.45,455.88,131328.00
57972,-77.01,386.35,4104.00
57992,156.46,450.98,131328.00
58011,-76.94,383.37,4104.00
58031,156.53,453.76,131328.00
58050,-77.40,381.78,4104.00
58070,157.65,452.83,131328.00
58089,-77.27,380.00,4104.00
58109,159.24,452.43,131328.00
58128,-77.14,379.80,4104.00
58148,151.83,446.87,131328.00
58167,-76.34,377.55,4104.00
58187,157.06,450.58,131328.00
58206,-78.53,374.83,4104.00
58226,151.89,445.55,131328.00
58245,-76.81,374.50,4104.00
58265,150.37,443.82,131328.00
58284,-75.88,372.65,4104.00
58304,156.86,444.16,131328.00
58323,-76.34,370.46,4104.00
58343,148.71,441.24,131328.00
58362,-76.67,369.20,4104.00
58382,156.73,442.70,131328.00
58401,-74.89,366.95,4104.00
58421,154.67,439.92,131328.00
58440,-75.75,365.43,4104.00
58460,152.29,441.71,131328.00
58479,-74.89,364.50,4104.00
58499,155.14,439.85,131328.00
58518,-76.08,362.78,4104.00
58538,147.19,436.34,131328.00
58557,-76.14,361.59,4104.00
58576,152.69,440.32,131328.00
58596,-75.22,359.87,4104.00
58615,153.42,439.06,131328.00
58635,-75.02,358.34,4104.00
58654,145.73,432.97,131328.00
58674,-75.22,357.35,4104.00
58693,152.49,433.69,131328.00
58713,-76.01,354.97,4104.00
58732,144.28,431.05,131328.00
58752,-74.89,354.77,4104.00
58771,151.83,434.82,131328.00
58791,-74.62,352.78,4104.00
58810,143.88,428.79,131328.00
58830,-75.15,351.86,4104.00
58849,146.20,430.12,131328.00
58869,-75.35,350.27,4104.00
58888,151.83,432.11,131328.00
58908,-75.15,349.07,4104.00
58927,144.15,424.49,131328.00
58947,-75.28,348.01,4104.00
58966,141.89,426.48,131328.00
58986,-74.42,346.16,4104.00
59005,146.00,427.93,131328.00
59025,-74.09,344.64,4104.00
59044,142.69,421.18,131328.00
59064,-74.75,343.58,4104.00
59083,141.03,422.64,131328.00
59103,-74.29,342.19,4104.00
59122,142.69,424.69,131328.00
59142,-75.02,340.40,4104.00
59161,147.92,424.49,131328.00
59181,-72.44,338.74,4104.00
59200,140.44,421.78,131328.00
59220,-74.95,338.15,4104.00
59239,143.02,423.43,131328.00
59259,-74.49,336.76,4104.00
59278,140.11,417.60,131328.00
59298,-75.09,336.10,4104.00
59317,139.05,419.66,131328.00
59337,-72.50,335.37,4104.00
59356,144.94,422.17,131328.00
59376,-75.15,333.12,4104.00
59395,139.11,418.13,131328.00
59415,-73.83,332.79,4104.00
59434,145.34,419.79,131328.00
59454,-73.43,331.00,4104.00
59473,144.61,417.41,131328.00
59493,-74.22,330.80,4104.00
59512,141.17,414.62,131328.00
59532,-74.22,329.08,4104.00
59551,142.23,418.86,131328.00
59571,-75.35,327.36,4104.00
59590,138.25,412.64,131328.00
59610,-74.56,326.96,4104.00
59629,138.98,416.88,131328.00
59649,-73.10,325.57,4104.00
59668,137.13,412.11,131328.00
59688,-74.69,326.56,4104.00
59707,143.88,416.48,131328.00
59727,-74.42,323.38,4104.00
59746,136.53,410.78,131328.00
59766,-74.09,323.32,4104.00
59785,137.66,414.69,131328.00
59805,-74.89,323.05,4104.00
59824,142.29,413.23,131328.00
59844,-74.16,321.26,4104.00
59863,137.59,413.76,131328.00
59883,-74.69,319.48,4104.00
59902,135.14,410.72,131328.00
59922,-75.35,318.68,4104.00
59941,139.38,414.76,131328.00
59961,-73.83,319.74,4104.00
59980,141.70,414.76,131328.00
60000,-74.82,318.02,4104.00
60019,134.94,408.86,131328.00
60038,-75.95,317.16,4104.00
60058,136.13,412.37,131328.00
60077,-76.21,316.43,4104.00
60097,133.49,409.13,131328.00
60116,-74.95,315.77,4104.00
60136,136.93,409.06,131328.00
60155,-75.75,315.57,4104.00
60175,134.35,411.18,131328.00
60194,-76.28,313.39,4104.00
60214,140.24,412.57,131328.00
60233,-76.28,313.92,4104.00
60253,132.36,408.27,131328.00
60272,-76.94,311.99,4104.00
60292,134.88,411.51,131328.00
60311,-76.41,313.45,4104.00
60331,138.05,412.17,131328.00
60350,-75.15,312.19,4104.00
60370,133.15,408.60,131328.00
60389,-77.07,312.19,4104.00
60409,132.16,407.87,131328.00
60428,-76.14,311.60,4104.00
60448,136.93,412.04,131328.00
60467,-76.81,311.40,4104.00
60487,132.96,406.88,131328.00
60506,-74.89,310.14,4104.00
60526,132.16,409.20,131328.00
60545,-77.20,311.33,4104.00
60565,140.04,412.77,131328.00
60584,-75.02,309.35,4104.00
60604,140.77,411.51,131328.00
60623,-76.54,309.28,4104.00
60643,139.64,410.92,131328.00
60662,-77.14,310.47,4104.00
60682,132.62,407.61,131328.00
60701,-76.28,308.82,4104.00
60721,132.23,408.40,131328.00
60740,-76.67,309.61,4104.00
60760,132.62,407.61,131328.00
60779,-77.27,308.82,4104.00
60799,131.23,406.94,131328.00
60818,-77.07,308.29,4104.00
60838,138.45,408.53,131328.00
60857,-76.61,307.96,4104.00
60877,139.58,411.78,131328.00
60896,-77.60,309.08,4104.00
60916,133.55,409.66,131328.00
60935,-77.47,308.35,4104.00
60955,135.07,411.51,131328.00
60974,-77.47,307.16,4104.00
60994,139.64,409.39,131328.00
61013,-75.42,308.22,4104.00
61033,132.82,407.14,131328.00
61052,-77.73,309.15,4104.00
61072,134.54,411.18,131328.00
61091,-77.27,309.88,4104.00
61111,139.58,410.98,131328.00
61130,-77.93,310.34,4104.00
61150,140.57,412.37,131328.00
61169,-75.68,311.33,4104.00
61189,138.72,410.78,131328.00
61208,-77.34,311.80,4104.00
61228,140.70,412.70,131328.00
61247,-76.01,313.12,4104.00
61267,136.20,410.59,131328.00
61286,-76.41,313.72,4104.00
61306,136.80,410.78,131328.00
61325,-77.47,315.04,4104.00
61345,140.97,416.41,131328.00
61364,-76.87,315.70,4104.00
61384,142.29,416.68,131328.00
61403,-76.81,317.82,4104.00
61423,142.56,416.94,131328.00
61442,-74.62,317.56,4104.00
61461,135.87,411.45,131328.00
61481,-76.34,319.41,4104.00
61500,141.76,414.43,131328.00
61520,-77.40,319.81,4104.00
61539,142.29,417.54,131328.00
61559,-76.14,321.13,4104.00
61578,135.01,414.82,131328.00
61598,-74.69,322.19,4104.00
61617,143.42,419.06,131328.00
61637,-76.67,321.73,4104.00
61656,136.73,417.80,131328.00
61676,-76.14,323.71,4104.00
61695,136.13,416.61,131328.00
61715,-77.20,325.04,4104.00
61734,136.20,417.47,131328.00
61754,-76.28,324.24,4104.00
61773,138.98,420.12,131328.00
61793,-76.14,325.97,4104.00
61812,144.21,420.19,131328.00
61832,-76.28,326.83,4104.00
61851,144.81,420.32,131328.00
61871,-75.22,328.61,4104.00
61890,139.44,421.05,131328.00
61910,-75.35,329.94,4104.00
61929,144.08,419.33,131328.00
61949,-75.22,330.40,4104.00
61968,139.05,421.51,131328.00
61988,-77.40,332.39,4104.00
62007,137.86,421.05,131328.00
62027,-75.88,333.12,4104.00
62046,146.40,425.48,131328.00
62066,-75.62,334.11,4104.00
62085,139.78,420.85,131328.00
62105,-75.35,335.96,4104.00
62124,146.86,424.76,131328.00
62144,-76.14,336.10,4104.00
62163,147.85,425.22,131328.00
62183,-75.22,337.16,4104.00
62202,140.83,424.03,131328.00
62222,-75.48,340.07,4104.00
62241,141.23,424.89,131328.00
62261,-75.28,340.73,4104.00
62280,143.42,428.40,131328.00
62300,-74.82,342.59,4104.00
62319,144.34,428.66,131328.00
62339,-76.61,342.85,4104.00
62358,147.52,431.05,131328.00
62378,-74.49,344.44,4104.00
62397,149.57,429.79,131328.00
62417,-75.35,344.64,4104.00
62436,141.50,426.87,131328.00
62456,-74.22,345.90,4104.00
62475,147.39,432.50,131328.00
62495,-74.36,347.75,4104.00
62514,149.84,433.36,131328.00
62534,-75.15,348.48,4104.00
62553,143.75,428.66,131328.00
62573,-73.63,349.21,4104.00
62592,143.55,430.58,131328.00
62612,-74.29,350.20,4104.00
62631,148.78,434.29,131328.00
62651,-73.69,352.32,4104.00
62670,148.58,431.44,131328.00
62690,-75.28,353.78,4104.00
62709,146.79,434.42,131328.00
62729,-74.16,355.50,4104.00
62748,153.02,435.61,131328.00
62768,-74.75,355.76,4104.00
62787,146.46,433.23,131328.00
62807,-75.55,357.42,4104.00
62826,145.67,436.54,131328.00
62846,-75.75,359.60,4104.00
62865,153.22,438.86,131328.00
62884,-73.56,360.46,4104.00
62904,153.81,439.19,131328.00
62923,-75.09,361.85,4104.00
62943,154.87,440.65,131328.00
62962,-75.88,364.10,4104.00
62982,147.32,438.53,131328.00
63001,-74.36,364.50,4104.00
63021,152.02,442.83,131328.00
63040,-76.94,366.09,4104.00
63060,156.26,443.82,131328.00
63079,-76.14,366.42,4104.00
63099,148.38,439.65,131328.00
63118,-75.15,366.29,4104.00
63138,150.90,442.10,131328.00
63157,-75.48,367.61,4104.00
63177,151.23,444.49,131328.00
63196,-74.75,368.21,4104.00
63216,151.03,444.42,131328.00
63235,-75.68,370.33,4104.00
63255,155.67,446.08,131328.00
63274,-76.08,371.52,4104.00
63294,157.39,446.61,131328.00
63313,-76.08,371.92,4104.00
63333,157.39,448.13,131328.00
63352,-75.68,374.10,4104.00
63372,159.90,448.06,131328.00
63391,-76.54,375.10,4104.00
63411,154.54,445.15,131328.00
63430,-74.69,376.22,4104.00
63450,152.02,445.55,131328.00
63469,-75.81,377.28,4104.00
63489,152.22,447.73,131328.00
63508,-76.41,378.87,4104.00
63528,153.22,448.79,131328.00
63547,-76.21,379.73,4104.00
63567,160.10,454.02,131328.00
63586,-75.75,381.32,4104.00
63606,153.48,451.17,131328.00
63625,-75.88,382.58,4104.00
63645,161.49,455.21,131328.00
63664,-77.01,383.24,4104.00
63684,155.00,453.56,131328.00
63703,-77.80,383.11,4104.00
63723,157.72,455.01,131328.00
63742,-76.28,384.10,4104.00
63762,162.22,454.75,131328.00
63781,-77.34,384.90,4104.00
63801,161.69,453.43,131328.00
63820,-77.40,385.42,4104.00
63840,154.01,452.04,131328.00
63859,-77.14,384.90,4104.00
63879,160.76,453.56,131328.00
63898,-75.22,385.23,4104.00
63918,159.04,452.70,131328.00
63937,-78.26,386.75,4104.00
63957,155.40,453.36,131328.00
63976,-76.74,388.67,4104.00
63996,155.93,453.62,131328.00
64015,-77.60,388.34,4104.00
64035,155.73,455.01,131328.00
64054,-76.28,389.33,4104.00
64074,155.53,457.00,131328.00
64093,-77.27,389.99,4104.00
64113,156.66,456.07,131328.00
64132,-76.81,390.92,4104.00
64152,159.31,459.98,131328.00
64171,-76.87,391.85,4104.00
64191,163.68,461.90,131328.00
64210,-76.67,392.77,4104.00
64230,159.24,460.38,131328.00
64249,-77.40,393.17,4104.00
64269,157.39,458.13,131328.00
64288,-78.00,393.97,4104.00
64307,165.00,461.77,131328.00
64327,-78.26,394.03,4104.00
64346,165.33,463.23,131328.00
64366,-77.87,394.76,4104.00
64385,164.47,461.77,131328.00
64405,-78.66,392.91,4104.00
64424,165.40,462.36,131328.00
64444,-78.33,392.71,4104.00
64463,157.06,457.60,131328.00
64483,-77.60,393.24,4104.00
64502,157.52,459.19,131328.00
64522,-76.08,392.64,4104.00
64541,164.94,461.30,131328.00
64561,-77.14,392.58,4104.00
64580,164.47,460.31,131328.00
64600,-76.87,392.11,4104.00
64619,157.85,457.00,131328.00
64639,-77.40,392.97,4104.00
64658,158.91,456.60,131328.00
64678,-77.54,392.38,4104.00
64697,157.79,457.33,131328.00
64717,-77.87,392.44,4104.00
64736,158.84,459.85,131328.00
64756,-77.20,392.44,4104.00
64775,164.47,461.44,131328.00
64795,-77.73,392.84,4104.00
64814,164.80,458.99,131328.00
64834,-77.93,391.19,4104.00
64853,163.08,459.45,131328.00
64873,-76.61,391.05,4104.00
64892,157.79,458.79,131328.00
64912,-78.06,390.79,4104.00
64931,163.61,460.51,131328.00
64951,-77.60,388.27,4104.00
64970,155.27,454.55,131328.00
64990,-76.74,388.21,4104.00
65009,155.20,452.76,131328.00
65029,-76.41,384.70,4104.00
65048,156.13,454.02,131328.00
65068,-74.62,383.31,4104.00
65087,160.63,451.51,131328.00
65107,-77.34,380.39,4104.00
65126,153.55,447.33,131328.00
65146,-76.08,379.40,4104.00
65165,152.55,446.21,131328.00
65185,-75.28,376.95,4104.00
65204,154.47,448.66,131328.00
65224,-76.74,376.82,4104.00
65243,153.35,447.80,131328.00
65263,-74.22,374.30,4104.00
65282,153.02,446.34,131328.00
65302,-76.01,373.44,4104.00
65321,149.97,442.77,131328.00
65341,-75.42,370.79,4104.00
65360,150.44,440.98,131328.00
65380,-74.82,369.14,4104.00
65399,156.53,443.29,131328.00
65419,-74.62,368.28,4104.00
65438,157.59,444.75,131328.00
65458,-75.02,366.29,4104.00
65477,155.87,440.32,131328.00
65497,-74.95,364.04,4104.00
65516,149.05,436.21,131328.00
65536,-75.68,361.59,4104.00
65555,146.86,436.14,131328.00
65575,-75.15,360.73,4104.00
65594,150.63,438.92,131328.00
65614,-74.22,359.67,4104.00
65633,151.89,435.15,131328.00
65653,-75.09,356.03,4104.00
65672,145.20,432.97,131328.00
65692,-74.49,355.43,4104.00
65711,151.36,435.55,131328.00
65730,-75.22,353.25,4104.00
65750,148.98,430.05,131328.00
65769,-74.49,350.33,4104.00
65789,150.83,430.32,131328.00
65808,-75.55,349.41,4104.00
65828,150.90,430.65,131328.00
65847,-74.62,348.81,4104.00
65867,149.77,429.66,131328.00
65886,-74.36,346.56,4104.00
65906,145.20,425.22,131328.00
65925,-74.69,344.64,4104.00
65945,144.68,424.16,131328.00
65964,-74.62,343.25,4104.00
65984,148.52,426.01,131328.00
66003,-73.30,341.46,4104.00
66023,148.38,424.49,131328.00
66042,-73.89,341.13,4104.00
