ax,ay,az
9000,0.03,0.60,0.81
9009,0.04,0.59,0.80
9019,0.05,0.59,0.79
9028,0.05,0.59,0.79
9038,0.06,0.59,0.79
9048,0.05,0.59,0.79
9057,0.05,0.59,0.80
9067,0.05,0.60,0.80
9076,0.04,0.60,0.80
9086,0.04,0.60,0.79
9096,0.05,0.60,0.78
9105,0.05,0.60,0.78
9115,0.05,0.61,0.78
9125,0.04,0.60,0.79
9134,0.04,0.60,0.80
9144,0.03,0.59,0.80
9153,0.03,0.59,0.80
9163,0.04,0.59,0.80
9173,0.04,0.59,0.80
9182,0.05,0.60,0.80
9192,0.05,0.60,0.80
9201,0.05,0.60,0.81
9211,0.04,0.60,0.81
9221,0.04,0.59,0.81
9230,0.04,0.59,0.81
9240,0.05,0.59,0.80
9250,0.05,0.58,0.79
9259,0.06,0.59,0.79
9269,0.06,0.60,0.78
9278,0.06,0.61,0.78
9288,0.06,0.62,0.78
9298,0.05,0.62,0.78
9307,0.05,0.62,0.78
9317,0.04,0.61,0.78
9326,0.04,0.61,0.78
9336,0.05,0.60,0.78
9346,0.05,0.60,0.78
9355,0.05,0.59,0.79
9365,0.05,0.59,0.80
9375,0.04,0.60,0.82
9384,0.04,0.59,0.82
9394,0.04,0.59,0.81
9403,0.05,0.59,0.81
9413,0.04,0.59,0.80
9423,0.03,0.59,0.81
9432,0.03,0.60,0.81
9442,0.03,0.60,0.81
9451,0.03,0.60,0.80
9461,0.04,0.59,0.80
9471,0.04,0.58,0.80
9480,0.04,0.59,0.79
9490,0.04,0.60,0.79
9500,0.04,0.61,0.79
9509,0.04,0.61,0.79
9519,0.04,0.61,0.79
9528,0.04,0.60,0.79
9538,0.04,0.61,0.80
9548,0.05,0.60,0.80
9557,0.04,0.60,0.81
9567,0.04,0.59,0.81
9576,0.04,0.59,0.80
9586,0.04,0.59,0.80
9596,0.04,0.59,0.80
9605,0.04,0.60,0.79
9615,0.05,0.60,0.79
9625,0.05,0.60,0.79
9634,0.05,0.61,0.79
9644,0.04,0.61,0.79
9653,0.04,0.60,0.79
9663,0.04,0.60,0.78
9673,0.04,0.60,0.78
9682,0.04,0.60,0.78
9692,0.04,0.61,0.78
9701,0.05,0.61,0.79
9711,0.04,0.60,0.79
9721,0.04,0.60,0.79
9730,0.03,0.60,0.80
9740,0.03,0.60,0.80
9750,0.03,0.60,0.80
9759,0.03,0.60,0.80
9769,0.03,0.60,0.79
9778,0.04,0.60,0.79
9788,0.04,0.60,0.80
9798,0.04,0.60,0.80
9807,0.03,0.60,0.80
9817,0.03,0.60,0.80
9826,0.03,0.60,0.79
9836,0.03,0.60,0.79
9846,0.03,0.60,0.80
9855,0.03,0.60,0.80
9865,0.03,0.61,0.80
9875,0.03,0.61,0.80
9884,0.03,0.60,0.79
9894,0.04,0.60,0.79
9903,0.04,0.60,0.79
9913,0.03,0.59,0.80
9923,0.02,0.59,0.80
9932,0.02,0.60,0.81
9942,0.01,0.60,0.81
9951,0.01,0.60,0.82
9961,0.01,0.60,0.82
9971,0.01,0.60,0.82
9980,0.02,0.60,0.81
9990,0.02,0.60,0.80
10000,0.03,0.60,0.79
10009,0.03,0.60,0.78
10019,0.04,0.60,0.78
10028,0.04,0.61,0.77
10038,0.04,0.61,0.78
10048,0.04,0.61,0.78
10057,0.04,0.60,0.77
10067,0.03,0.61,0.78
10076,0.03,0.62,0.78
10086,0.03,0.61,0.78
10096,0.03,0.61,0.78
10105,0.03,0.61,0.78
10115,0.03,0.61,0.78
10125,0.03,0.61,0.79
10134,0.02,0.61,0.79
10144,0.02,0.61,0.80
10153,0.02,0.61,0.79
10163,0.02,0.60,0.80
10173,0.02,0.60,0.80
10182,0.02,0.59,0.81
10192,0.02,0.59,0.81
10201,0.01,0.59,0.81
10211,0.01,0.59,0.81
10221,0.02,0.59,0.80
10230,0.02,0.59,0.80
10240,0.02,0.59,0.80
10250,0.02,0.60,0.80
10259,0.02,0.60,0.80
10269,0.02,0.61,0.79
10278,0.02,0.60,0.79
10288,0.02,0.61,0.80
10298,0.02,0.60,0.80
10307,0.02,0.59,0.81
10317,0.01,0.58,0.81
10326,0.01,0.57,0.82
10336,0.01,0.57,0.82
10346,0.01,0.57,0.82
10355,0.01,0.57,0.81
10365,0.01,0.58,0.81
10375,0.01,0.59,0.80
10384,0.01,0.60,0.80
10394,0.01,0.59,0.81
10403,0.01,0.59,0.80
10413,0.01,0.59,0.81
10423,0.01,0.59,0.81
10432,0.01,0.59,0.80
10442,0.01,0.59,0.80
10451,0.00,0.59,0.81
10461,0.01,0.59,0.80
10471,0.02,0.58,0.80
10480,0.02,0.58,0.80
10490,0.02,0.58,0.80
10500,0.02,0.59,0.79
10509,0.02,0.59,0.80
10519,0.01,0.59,0.80
10528,0.01,0.59,0.80
10538,0.00,0.59,0.80
10548,0.01,0.59,0.80
10557,0.01,0.60,0.81
10567,0.01,0.59,0.80
10576,0.01,0.59,0.80
10586,0.01,0.58,0.80
10596,0.01,0.58,0.80
10605,0.01,0.58,0.80
10615,0.01,0.58,0.80
10625,0.01,0.57,0.80
10634,0.01,0.58,0.80
10644,0.01,0.58,0.81
10653,0.01,0.58,0.82
10663,-0.00,0.57,0.83
10673,-0.01,0.57,0.83
10682,-0.00,0.57,0.83
10692,0.01,0.57,0.83
10701,0.01,0.56,0.83
10711,0.00,0.55,0.83
10721,-0.00,0.55,0.83
10730,-0.00,0.56,0.82
10740,0.01,0.56,0.82
10750,0.01,0.56,0.82
10759,0.01,0.56,0.82
10769,0.00,0.57,0.82
10778,-0.00,0.57,0.83
10788,-0.00,0.57,0.83
10798,0.00,0.56,0.83
10807,-0.00,0.56,0.83
10817,-0.00,0.56,0.82
10826,-0.00,0.56,0.82
10836,0.00,0.57,0.83
10846,0.01,0.56,0.83
10855,0.01,0.55,0.84
10865,0.00,0.54,0.84
10875,-0.00,0.54,0.84
10884,0.00,0.54,0.84
10894,0.00,0.54,0.84
10903,-0.00,0.55,0.84
10913,0.00,0.56,0.83
10923,0.00,0.56,0.83
10932,0.01,0.57,0.82
10942,0.01,0.57,0.82
10951,0.01,0.57,0.82
10961,0.01,0.55,0.81
10971,0.01,0.55,0.81
10980,0.01,0.54,0.81
10990,0.01,0.55,0.82
11000,0.01,0.55,0.82
11009,0.00,0.56,0.83
11019,-0.00,0.57,0.83
11028,0.00,0.57,0.83
11038,-0.00,0.57,0.83
11048,0.00,0.56,0.83
11057,0.01,0.55,0.82
11067,0.01,0.54,0.80
11076,0.03,0.54,0.79
11086,0.03,0.55,0.80
11096,0.03,0.56,0.81
11105,0.02,0.57,0.82
11115,0.01,0.58,0.82
11125,-0.00,0.58,0.83
11134,-0.01,0.58,0.84
11144,-0.01,0.57,0.83
11153,-0.00,0.55,0.82
11163,0.01,0.55,0.82
11173,0.01,0.55,0.82
11182,0.01,0.55,0.81
11192,0.01,0.56,0.82
11201,0.00,0.57,0.83
11211,-0.01,0.57,0.83
11221,-0.01,0.57,0.84
11230,0.00,0.57,0.83
11240,0.01,0.56,0.83
11250,0.01,0.55,0.83
11259,0.01,0.55,0.83
11269,0.01,0.56,0.83
11278,0.02,0.55,0.83
11288,0.02,0.55,0.83
11298,0.01,0.54,0.83
11307,0.00,0.54,0.84
11317,0.00,0.54,0.84
11326,-0.00,0.55,0.84
11336,-0.00,0.56,0.83
11346,0.00,0.57,0.83
11355,0.01,0.57,0.83
11365,0.01,0.57,0.82
11375,0.01,0.56,0.82
11384,0.01,0.54,0.82
11394,0.00,0.54,0.83
11403,-0.00,0.54,0.84
11413,0.00,0.55,0.83
11423,0.01,0.56,0.82
11432,0.01,0.58,0.81
11442,0.01,0.59,0.80
11451,0.01,0.59,0.80
11461,0.02,0.59,0.79
11471,0.03,0.58,0.79
11480,0.03,0.57,0.79
11490,0.02,0.57,0.81
11500,0.02,0.56,0.82
11509,0.02,0.55,0.83
11519,0.01,0.55,0.83
11528,0.00,0.54,0.83
11538,-0.00,0.55,0.83
11548,-0.00,0.55,0.84
11557,-0.00,0.56,0.84
11567,0.00,0.56,0.84
11576,0.01,0.55,0.83
11586,0.01,0.55,0.83
11596,0.02,0.55,0.83
11605,0.02,0.55,0.82
11615,0.01,0.55,0.82
11625,0.01,0.55,0.82
11634,0.01,0.56,0.82
11644,0.00,0.57,0.82
11653,0.00,0.57,0.82
11663,-0.00,0.57,0.82
11673,0.00,0.57,0.82
11682,0.01,0.57,0.82
11692,0.01,0.57,0.82
11701,0.02,0.56,0.82
11711,0.01,0.55,0.83
11721,0.02,0.55,0.83
11730,0.02,0.54,0.82
11740,0.02,0.54,0.83
11750,0.02,0.55,0.83
11759,0.01,0.56,0.83
11769,0.01,0.57,0.83
11778,0.00,0.58,0.83
11788,0.00,0.58,0.82
11798,0.01,0.58,0.81
11807,0.02,0.58,0.81
11817,0.02,0.56,0.80
11826,0.02,0.55,0.80
11836,0.02,0.54,0.81
11846,0.01,0.55,0.82
11855,0.01,0.55,0.83
11865,0.01,0.55,0.84
11875,0.01,0.54,0.83
11884,0.00,0.54,0.83
11894,-0.00,0.54,0.83
11903,-0.00,0.54,0.82
11913,0.00,0.54,0.82
11923,0.00,0.55,0.83
11932,0.00,0.55,0.84
11942,-0.00,0.56,0.84
11951,0.00,0.55,0.84
11961,0.01,0.54,0.84
11971,0.01,0.53,0.83
11980,-0.00,0.52,0.84
11990,-0.00,0.52,0.84
12000,-0.00,0.52,0.85
12009,-0.01,0.52,0.85
12019,-0.01,0.53,0.85
12028,-0.02,0.54,0.85
12038,-0.02,0.54,0.85
12048,-0.02,0.54,0.85
12057,-0.02,0.55,0.85
12067,-0.01,0.54,0.85
12076,-0.00,0.53,0.84
12086,0.00,0.53,0.84
12096,0.01,0.53,0.84
12105,0.01,0.53,0.84
12115,0.01,0.52,0.85
12125,0.00,0.52,0.85
12134,-0.01,0.52,0.85
12144,-0.02,0.53,0.85
12153,-0.02,0.54,0.85
12163,-0.02,0.54,0.85
12173,-0.01,0.55,0.84
12182,-0.01,0.55,0.83
12192,-0.00,0.54,0.82
12201,0.00,0.55,0.83
12211,0.01,0.55,0.83
12221,0.00,0.53,0.84
12230,-0.01,0.53,0.83
12240,-0.01,0.53,0.84
12250,-0.01,0.54,0.84
12259,-0.00,0.54,0.84
12269,0.00,0.54,0.83
12278,0.00,0.54,0.83
12288,0.00,0.54,0.83
12298,0.00,0.54,0.83
12307,-0.00,0.54,0.84
12317,-0.00,0.53,0.85
12326,-0.01,0.53,0.85
12336,-0.01,0.53,0.85
12346,-0.02,0.53,0.86
12355,-0.02,0.53,0.87
12365,-0.02,0.53,0.86
12375,-0.02,0.52,0.85
12384,-0.01,0.53,0.84
12394,0.01,0.53,0.83
12403,0.01,0.54,0.82
12413,0.01,0.54,0.82
12423,0.01,0.54,0.81
12432,0.00,0.55,0.82
12442,-0.01,0.56,0.82
12451,-0.01,0.56,0.83
12461,-0.02,0.55,0.84
12471,-0.02,0.55,0.83
12480,-0.01,0.55,0.83
12490,-0.00,0.54,0.84
12500,-0.00,0.53,0.84
12509,-0.01,0.53,0.84
12519,-0.01,0.53,0.85
12528,-0.01,0.53,0.85
12538,-0.01,0.53,0.85
12548,-0.00,0.53,0.84
12557,-0.00,0.54,0.84
12567,0.00,0.53,0.84
12576,0.00,0.52,0.84
12586,-0.00,0.52,0.85
12596,-0.01,0.53,0.85
12605,-0.01,0.53,0.84
12615,-0.01,0.53,0.84
12625,-0.00,0.54,0.84
12634,-0.00,0.54,0.84
12644,-0.00,0.54,0.84
12653,0.00,0.53,0.84
12663,-0.00,0.52,0.85
12673,-0.00,0.52,0.86
12682,0.00,0.52,0.86
12692,0.00,0.52,0.84
12701,0.00,0.52,0.84
12711,0.00,0.53,0.84
12721,-0.00,0.52,0.84
12730,-0.00,0.53,0.84
12740,-0.01,0.53,0.85
12750,-0.01,0.53,0.84
12759,-0.00,0.53,0.84
12769,0.00,0.53,0.84
12778,0.00,0.53,0.84
12788,0.00,0.53,0.84
12798,-0.00,0.53,0.85
12807,-0.01,0.53,0.85
12817,-0.01,0.52,0.85
12826,-0.01,0.52,0.85
12836,-0.00,0.53,0.85
12846,0.00,0.53,0.85
12855,0.01,0.53,0.84
12865,0.01,0.52,0.84
12875,0.01,0.52,0.84
12884,0.00,0.52,0.85
12894,0.00,0.52,0.85
12903,0.00,0.52,0.85
12913,-0.00,0.52,0.85
12923,-0.01,0.53,0.85
12932,-0.00,0.53,0.85
12942,-0.00,0.52,0.85
12951,0.00,0.52,0.85
12961,0.00,0.52,0.85
12971,0.01,0.52,0.84
12980,0.01,0.52,0.85
12990,0.01,0.53,0.85
13000,0.01,0.52,0.85
13009,0.00,0.52,0.85
13019,0.00,0.51,0.85
13028,0.01,0.51,0.85
13038,0.01,0.52,0.85
13048,0.01,0.52,0.85
13057,0.01,0.53,0.85
13067,0.00,0.53,0.85
13076,0.00,0.52,0.85
13086,0.00,0.52,0.85
13096,0.01,0.52,0.85
13105,0.01,0.52,0.85
13115,0.02,0.51,0.85
13125,0.02,0.50,0.85
13134,0.01,0.51,0.85
13144,0.01,0.52,0.85
13153,0.01,0.52,0.85
13163,0.01,0.52,0.85
13173,0.00,0.52,0.85
13182,0.00,0.52,0.85
13192,0.00,0.52,0.85
13201,0.01,0.52,0.84
13211,0.02,0.52,0.84
13221,0.02,0.52,0.84
13230,0.02,0.52,0.84
13240,0.01,0.51,0.85
13250,0.01,0.51,0.85
13259,0.00,0.51,0.86
13269,0.01,0.51,0.86
13278,0.01,0.51,0.86
13288,0.01,0.51,0.86
13298,0.01,0.51,0.86
13307,0.01,0.51,0.85
13317,0.01,0.51,0.85
13326,0.01,0.51,0.85
13336,0.01,0.51,0.85
13346,0.02,0.51,0.86
13355,0.02,0.50,0.86
13365,0.01,0.50,0.86
13375,0.01,0.50,0.86
13384,0.01,0.50,0.85
13394,0.01,0.51,0.85
13403,0.01,0.50,0.86
13413,0.01,0.50,0.86
13423,0.01,0.50,0.87
13432,0.01,0.50,0.87
13442,0.01,0.50,0.86
13451,0.01,0.50,0.86
13461,0.01,0.50,0.86
13471,0.01,0.50,0.86
13480,0.01,0.49,0.86
13490,0.02,0.49,0.85
13500,0.02,0.50,0.85
13509,0.02,0.50,0.85
13519,0.02,0.51,0.85
13528,0.02,0.51,0.86
13538,0.01,0.51,0.86
13548,0.01,0.51,0.87
13557,0.00,0.49,0.87
13567,0.00,0.48,0.87
13576,0.01,0.48,0.87
13586,0.01,0.48,0.87
13596,0.02,0.49,0.87
13605,0.02,0.49,0.86
13615,0.02,0.49,0.86
13625,0.02,0.49,0.86
13634,0.01,0.50,0.87
13644,0.01,0.50,0.87
13653,0.00,0.49,0.88
13663,0.00,0.49,0.87
13673,0.01,0.49,0.86
13682,0.01,0.49,0.86
13692,0.01,0.50,0.85
13701,0.01,0.50,0.85
13711,0.02,0.51,0.85
13721,0.02,0.50,0.86
13730,0.01,0.49,0.86
13740,0.01,0.49,0.87
13750,0.01,0.49,0.88
13759,0.01,0.48,0.87
13769,0.02,0.48,0.87
13778,0.02,0.49,0.87
13788,0.02,0.49,0.86
13798,0.02,0.49,0.86
13807,0.02,0.49,0.86
13817,0.02,0.49,0.87
13826,0.01,0.49,0.87
13836,0.01,0.49,0.87
13846,0.01,0.49,0.87
13855,0.02,0.48,0.87
13865,0.02,0.48,0.87
13875,0.01,0.48,0.87
13884,0.01,0.49,0.87
13894,0.01,0.49,0.87
13903,0.01,0.49,0.87
13913,0.01,0.49,0.87
13923,0.02,0.48,0.87
13932,0.02,0.48,0.86
13942,0.02,0.48,0.86
13951,0.02,0.48,0.86
13961,0.02,0.49,0.86
13971,0.01,0.49,0.86
13980,0.01,0.49,0.87
13990,0.00,0.49,0.87
14000,0.00,0.49,0.87
14009,0.01,0.49,0.87
14019,0.01,0.49,0.86
14028,0.01,0.48,0.87
14038,0.01,0.48,0.87
14048,0.01,0.48,0.87
14057,0.01,0.48,0.87
14067,0.01,0.48,0.88
14076,0.01,0.48,0.88
14086,0.01,0.48,0.88
14096,0.01,0.48,0.88
14105,0.01,0.48,0.88
14115,0.01,0.47,0.88
14125,0.01,0.47,0.88
14134,0.00,0.47,0.88
14144,0.01,0.47,0.88
14153,0.01,0.47,0.87
14163,0.00,0.47,0.88
14173,0.00,0.48,0.88
14182,0.00,0.48,0.88
14192,-0.00,0.48,0.88
14201,-0.00,0.48,0.88
14211,-0.00,0.47,0.89
14221,0.00,0.46,0.88
14230,0.01,0.46,0.87
14240,0.01,0.47,0.87
14250,0.01,0.47,0.86
14259,0.00,0.48,0.86
14269,0.00,0.49,0.87
14278,-0.00,0.49,0.87
14288,-0.01,0.48,0.87
14298,-0.00,0.48,0.87
14307,0.00,0.48,0.87
14317,0.00,0.47,0.88
14326,0.00,0.47,0.88
14336,-0.00,0.47,0.88
14346,-0.01,0.47,0.88
14355,-0.01,0.48,0.88
14365,-0.01,0.48,0.88
14375,-0.01,0.48,0.88
14384,-0.01,0.47,0.88
14394,-0.01,0.47,0.88
14403,-0.00,0.47,0.87
14413,-0.00,0.47,0.87
14423,-0.01,0.47,0.87
14432,-0.01,0.47,0.87
14442,-0.01,0.48,0.87
14451,-0.01,0.48,0.87
14461,-0.00,0.48,0.87
14471,-0.00,0.47,0.87
14480,-0.00,0.48,0.88
14490,-0.01,0.48,0.88
14500,-0.01,0.47,0.88
14509,-0.01,0.46,0.87
14519,-0.00,0.47,0.88
14528,-0.00,0.47,0.87
14538,0.00,0.47,0.87
14548,0.00,0.47,0.87
14557,-0.00,0.47,0.87
14567,-0.01,0.47,0.88
14576,-0.01,0.47,0.88
14586,-0.01,0.47,0.89
14596,-0.01,0.47,0.88
14605,-0.01,0.47,0.88
14615,-0.01,0.47,0.88
14625,-0.00,0.47,0.88
14634,-0.00,0.47,0.88
14644,-0.00,0.47,0.88
14653,-0.00,0.47,0.88
14663,-0.01,0.47,0.87
14673,-0.01,0.47,0.87
14682,-0.00,0.47,0.87
14692,-0.00,0.48,0.87
14701,0.00,0.48,0.87
14711,-0.00,0.48,0.87
14721,0.00,0.48,0.87
14730,0.00,0.47,0.87
14740,-0.01,0.47,0.88
14750,-0.01,0.47,0.88
14759,-0.01,0.47,0.88
14769,-0.01,0.47,0.88
14778,-0.00,0.47,0.87
14788,0.00,0.48,0.87
14798,0.00,0.48,0.87
14807,-0.00,0.47,0.87
14817,-0.00,0.47,0.88
14826,-0.00,0.47,0.88
14836,-0.01,0.47,0.88
14846,-0.00,0.47,0.88
14855,0.00,0.47,0.88
14865,0.00,0.47,0.88
14875,-0.00,0.47,0.88
14884,0.00,0.46,0.87
14894,-0.00,0.46,0.87
14903,-0.01,0.47,0.88
14913,-0.01,0.48,0.88
14923,-0.01,0.47,0.88
14932,-0.01,0.47,0.88
14942,-0.01,0.46,0.88
14951,-0.00,0.47,0.87
14961,0.00,0.47,0.87
14971,-0.00,0.47,0.88
14980,-0.00,0.47,0.87
14990,-0.01,0.46,0.87
15000,-0.01,0.47,0.87
15009,-0.01,0.47,0.88
15019,0.00,0.48,0.88
15028,0.00,0.47,0.88
15038,-0.01,0.47,0.88
15048,-0.01,0.47,0.89
15057,-0.00,0.46,0.88
15067,-0.00,0.46,0.88
15076,-0.01,0.46,0.89
15086,-0.00,0.47,0.89
15096,0.00,0.47,0.88
15105,0.00,0.47,0.88
15115,-0.00,0.47,0.87
15125,-0.00,0.47,0.87
15134,-0.01,0.48,0.87
15144,-0.01,0.47,0.87
15153,-0.01,0.47,0.87
15163,-0.01,0.48,0.87
15173,-0.01,0.48,0.87
15182,-0.00,0.47,0.87
15192,-0.00,0.47,0.87
15201,-0.00,0.46,0.88
15211,-0.01,0.46,0.88
15221,-0.01,0.47,0.89
15230,-0.01,0.47,0.88
15240,-0.01,0.46,0.87
15250,-0.00,0.46,0.88
15259,0.00,0.47,0.87
15269,0.00,0.47,0.87
15278,0.00,0.47,0.87
15288,-0.00,0.47,0.88
15298,-0.01,0.47,0.88
15307,-0.01,0.46,0.88
15317,-0.00,0.46,0.88
15326,-0.00,0.46,0.88
15336,-0.00,0.47,0.88
15346,-0.00,0.46,0.88
15355,-0.00,0.46,0.88
15365,-0.00,0.47,0.88
15375,-0.00,0.47,0.88
15384,-0.00,0.47,0.88
15394,0.00,0.46,0.87
15403,0.00,0.46,0.87
15413,-0.00,0.47,0.87
15423,-0.00,0.47,0.88
15432,-0.00,0.47,0.88
15442,-0.01,0.47,0.88
15451,-0.01,0.47,0.88
15461,-0.00,0.47,0.88
15471,-0.00,0.47,0.88
15480,-0.00,0.47,0.87
15490,-0.00,0.47,0.88
15500,-0.00,0.47,0.88
15509,0.00,0.46,0.88
15519,0.00,0.46,0.87
15528,0.00,0.46,0.87
15538,0.00,0.46,0.87
15548,-0.00,0.46,0.88
15557,-0.00,0.46,0.87
15567,-0.00,0.45,0.87
15576,-0.01,0.46,0.87
15586,-0.01,0.46,0.88
15596,-0.00,0.47,0.88
15605,0.00,0.46,0.88
15615,0.00,0.46,0.88
15625,0.01,0.46,0.87
15634,0.01,0.46,0.88
15644,0.00,0.46,0.88
15653,-0.00,0.46,0.89
15663,-0.00,0.45,0.89
15673,-0.01,0.44,0.90
15682,-0.01,0.45,0.91
15692,-0.01,0.44,0.90
15701,-0.01,0.43,0.90
15711,-0.02,0.44,0.90
15721,-0.02,0.44,0.90
15730,-0.02,0.44,0.90
15740,-0.01,0.44,0.89
15750,-0.02,0.44,0.89
15759,-0.01,0.45,0.88
15769,-0.01,0.45,0.88
15778,-0.01,0.45,0.88
15788,-0.01,0.46,0.89
15798,-0.01,0.46,0.89
15807,-0.01,0.45,0.89
15817,-0.01,0.45,0.89
15826,-0.01,0.45,0.89
15836,0.00,0.45,0.89
15846,0.01,0.45,0.89
15855,0.01,0.44,0.89
15865,0.01,0.44,0.89
15875,0.01,0.44,0.89
15884,0.01,0.44,0.89
15894,0.01,0.45,0.89
15903,0.01,0.45,0.89
15913,0.02,0.45,0.89
15923,0.02,0.45,0.89
15932,0.02,0.45,0.89
15942,0.01,0.45,0.89
15951,0.01,0.45,0.89
15961,0.00,0.44,0.89
15971,0.00,0.44,0.89
15980,0.00,0.44,0.89
15990,0.00,0.45,0.89
16000,0.01,0.45,0.88
16009,0.00,0.45,0.88
16019,0.00,0.45,0.89
16028,0.00,0.45,0.89
16038,0.00,0.44,0.89
16048,0.00,0.44,0.89
16057,0.00,0.44,0.89
16067,0.01,0.43,0.89
16076,-0.00,0.43,0.89
16086,-0.01,0.44,0.90
16096,-0.01,0.44,0.90
16105,-0.01,0.44,0.90
16115,-0.01,0.44,0.90
16125,-0.01,0.44,0.90
16134,-0.01,0.44,0.90
16144,-0.01,0.44,0.90
16153,-0.00,0.44,0.90
16163,-0.00,0.43,0.90
16173,-0.00,0.43,0.90
16182,-0.00,0.43,0.90
16192,-0.00,0.44,0.90
16201,-0.00,0.44,0.90
16211,-0.00,0.44,0.89
16221,-0.00,0.44,0.89
16230,0.00,0.44,0.88
16240,0.00,0.45,0.88
16250,0.00,0.45,0.88
16259,0.00,0.45,0.88
16269,-0.00,0.45,0.88
16278,-0.00,0.45,0.89
16288,-0.01,0.45,0.89
16298,-0.01,0.45,0.89
16307,-0.01,0.44,0.90
16317,-0.01,0.44,0.90
16326,-0.01,0.44,0.89
16336,-0.01,0.44,0.89
16346,-0.01,0.44,0.89
16355,-0.01,0.44,0.89
16365,-0.01,0.44,0.89
16375,-0.00,0.44,0.89
16384,-0.01,0.44,0.89
16394,-0.01,0.43,0.89
16403,-0.02,0.44,0.89
16413,-0.01,0.44,0.90
16423,-0.01,0.44,0.89
16432,-0.01,0.45,0.89
16442,-0.01,0.45,0.89
16451,-0.01,0.45,0.89
16461,-0.01,0.45,0.89
16471,-0.01,0.44,0.89
16480,-0.01,0.44,0.88
16490,-0.01,0.44,0.88
16500,-0.01,0.44,0.89
16509,-0.01,0.45,0.89
16519,-0.02,0.45,0.89
16528,-0.01,0.45,0.89
16538,-0.02,0.45,0.88
16548,-0.02,0.45,0.88
16557,-0.02,0.46,0.89
16567,-0.02,0.45,0.89
16576,-0.01,0.44,0.89
16586,-0.01,0.44,0.89
16596,-0.01,0.44,0.88
16605,-0.01,0.44,0.88
16615,-0.02,0.45,0.88
16625,-0.02,0.46,0.88
16634,-0.02,0.46,0.89
16644,-0.01,0.46,0.89
16653,-0.02,0.46,0.89
16663,-0.02,0.46,0.89
16673,-0.02,0.45,0.90
16682,-0.02,0.44,0.90
16692,-0.02,0.43,0.90
16701,-0.03,0.43,0.90
16711,-0.03,0.44,0.90
16721,-0.02,0.44,0.89
16730,-0.02,0.45,0.89
16740,-0.02,0.45,0.88
16750,-0.02,0.45,0.88
16759,-0.02,0.46,0.88
16769,-0.02,0.46,0.88
16778,-0.02,0.46,0.88
16788,-0.02,0.46,0.88
16798,-0.02,0.46,0.88
16807,-0.02,0.45,0.88
16817,-0.02,0.45,0.89
16826,-0.02,0.45,0.89
16836,-0.02,0.45,0.89
16846,-0.02,0.45,0.89
16855,-0.02,0.45,0.89
16865,-0.02,0.44,0.89
16875,-0.02,0.44,0.89
16884,-0.02,0.44,0.88
16894,-0.02,0.44,0.88
16903,-0.01,0.45,0.88
16913,-0.01,0.46,0.88
16923,-0.02,0.46,0.88
16932,-0.02,0.46,0.89
16942,-0.02,0.45,0.89
16951,-0.03,0.45,0.89
16961,-0.03,0.45,0.89
16971,-0.03,0.45,0.90
16980,-0.03,0.45,0.89
16990,-0.03,0.45,0.89
17000,-0.03,0.46,0.89
17009,-0.03,0.46,0.89
17019,-0.03,0.45,0.89
17028,-0.03,0.45,0.89
17038,-0.03,0.45,0.89
17048,-0.02,0.45,0.88
17057,-0.02,0.45,0.88
17067,-0.02,0.45,0.88
17076,-0.02,0.45,0.88
17086,-0.03,0.45,0.89
17096,-0.03,0.46,0.88
17105,-0.03,0.46,0.89
17115,-0.03,0.46,0.89
17125,-0.02,0.46,0.89
17134,-0.02,0.45,0.89
17144,-0.02,0.45,0.89
17153,-0.03,0.45,0.89
17163,-0.03,0.45,0.89
17173,-0.03,0.45,0.89
17182,-0.03,0.45,0.88
17192,-0.02,0.45,0.88
17201,-0.03,0.46,0.89
17211,-0.03,0.45,0.89
17221,-0.03,0.45,0.89
17230,-0.03,0.45,0.89
17240,-0.03,0.45,0.89
17250,-0.03,0.45,0.88
17259,-0.02,0.46,0.88
17269,-0.02,0.46,0.88
17278,-0.02,0.46,0.88
17288,-0.02,0.46,0.88
17298,-0.03,0.46,0.88
17307,-0.03,0.46,0.89
17317,-0.03,0.46,0.89
17326,-0.03,0.45,0.89
17336,-0.03,0.45,0.88
17346,-0.03,0.46,0.88
17355,-0.03,0.46,0.88
17365,-0.03,0.46,0.88
17375,-0.03,0.46,0.88
17384,-0.02,0.45,0.88
17394,-0.03,0.46,0.88
17403,-0.03,0.46,0.89
17413,-0.03,0.45,0.88
17423,-0.03,0.45,0.88
17432,-0.03,0.46,0.89
17442,-0.03,0.46,0.89
17451,-0.03,0.46,0.89
17461,-0.03,0.46,0.88
17471,-0.03,0.46,0.87
17480,-0.02,0.46,0.87
17490,-0.02,0.46,0.87
17500,-0.02,0.47,0.87
17509,-0.02,0.47,0.87
17519,-0.03,0.47,0.88
17528,-0.03,0.47,0.88
17538,-0.03,0.46,0.89
17548,-0.03,0.46,0.89
17557,-0.01,0.46,0.89
17567,-0.04,0.46,0.88
17576,-0.05,0.45,0.89
17586,-0.04,0.45,0.89
17596,-0.04,0.45,0.89
17605,-0.03,0.45,0.89
17615,-0.03,0.46,0.88
17625,-0.02,0.46,0.87
17634,-0.03,0.46,0.87
17644,-0.03,0.46,0.87
17653,-0.03,0.47,0.88
17663,-0.04,0.47,0.88
17673,-0.05,0.47,0.88
17682,-0.04,0.47,0.88
17692,-0.03,0.46,0.88
17701,-0.04,0.46,0.89
