ax,ay,az
228817,0.01,-0.21,0.97
228826,0.01,-0.21,0.97
228836,0.00,-0.21,0.97
228846,0.00,-0.22,0.97
228855,0.01,-0.21,0.96
228865,0.01,-0.21,0.96
228875,0.01,-0.21,0.96
228884,0.01,-0.20,0.96
228894,0.01,-0.20,0.96
228903,0.01,-0.20,0.96
228913,0.01,-0.21,0.96
228923,0.01,-0.21,0.96
228932,0.01,-0.22,0.96
228942,0.02,-0.22,0.97
228951,0.02,-0.22,0.97
228961,0.01,-0.21,0.97
228971,0.01,-0.21,0.97
228980,0.01,-0.21,0.98
228990,0.01,-0.20,0.98
229000,0.01,-0.20,0.98
229009,0.01,-0.21,0.99
229019,0.00,-0.21,0.99
229028,0.00,-0.22,0.99
229038,0.00,-0.22,0.98
229048,0.01,-0.22,0.98
229057,0.01,-0.22,0.97
229067,0.01,-0.21,0.96
229076,0.01,-0.21,0.96
229086,0.01,-0.20,0.96
229096,0.02,-0.21,0.96
229105,0.01,-0.21,0.96
229115,0.01,-0.21,0.97
229125,0.01,-0.21,0.97
229134,0.01,-0.20,0.97
229144,0.01,-0.20,0.97
229153,0.01,-0.21,0.97
229163,0.01,-0.22,0.97
229173,0.01,-0.22,0.98
229182,0.01,-0.22,0.98
229192,0.01,-0.21,0.98
229201,0.01,-0.21,0.97
229211,0.01,-0.20,0.97
229221,0.01,-0.20,0.97
229230,0.01,-0.20,0.97
229240,0.01,-0.21,0.97
229250,0.01,-0.21,0.97
229259,0.00,-0.21,0.97
229269,0.00,-0.21,0.97
229278,0.00,-0.21,0.98
229288,0.00,-0.21,0.97
229298,0.00,-0.21,0.97
229307,0.00,-0.21,0.97
229317,-0.00,-0.21,0.97
229326,-0.00,-0.21,0.97
229336,-0.00,-0.21,0.97
229346,0.00,-0.21,0.97
229355,0.00,-0.21,0.97
229365,0.00,-0.21,0.97
229375,0.00,-0.21,0.97
229384,0.00,-0.21,0.97
229394,-0.00,-0.21,0.97
229403,-0.00,-0.21,0.98
229413,-0.00,-0.21,0.98
229423,-0.00,-0.21,0.98
229432,-0.00,-0.21,0.98
229442,-0.00,-0.21,0.97
229451,0.00,-0.21,0.97
229461,0.00,-0.21,0.97
229471,0.00,-0.21,0.97
229480,-0.00,-0.21,0.98
229490,-0.00,-0.22,0.98
229500,-0.00,-0.22,0.97
229509,-0.00,-0.22,0.97
229519,-0.00,-0.22,0.97
229528,-0.00,-0.21,0.98
229538,-0.00,-0.21,0.98
229548,-0.00,-0.20,0.97
229557,-0.01,-0.20,0.97
229567,-0.01,-0.20,0.98
229576,-0.01,-0.20,0.98
229586,-0.01,-0.21,0.98
229596,-0.01,-0.22,0.98
229605,-0.00,-0.22,0.98
229615,-0.00,-0.23,0.97
229625,0.00,-0.22,0.97
229634,0.00,-0.22,0.97
229644,0.00,-0.21,0.97
229653,0.00,-0.21,0.97
229663,-0.00,-0.21,0.97
229673,-0.01,-0.21,0.98
229682,-0.01,-0.21,0.98
229692,-0.01,-0.21,0.98
229701,-0.01,-0.21,0.98
229711,-0.01,-0.21,0.98
229721,-0.01,-0.21,0.98
229730,-0.01,-0.21,0.97
229740,-0.01,-0.21,0.97
229750,-0.01,-0.21,0.97
229759,-0.01,-0.21,0.97
229769,-0.01,-0.21,0.97
229778,-0.01,-0.22,0.97
229788,-0.01,-0.22,0.97
229798,-0.01,-0.21,0.97
229807,-0.01,-0.21,0.97
229817,-0.01,-0.21,0.97
229826,-0.01,-0.21,0.97
229836,-0.01,-0.22,0.98
229846,-0.01,-0.22,0.98
229855,-0.01,-0.22,0.98
229865,-0.01,-0.22,0.97
229875,-0.01,-0.22,0.97
229884,-0.00,-0.21,0.97
229894,0.00,-0.21,0.96
229903,-0.00,-0.21,0.97
229913,-0.01,-0.21,0.97
229923,-0.01,-0.21,0.98
229932,-0.01,-0.21,0.98
229942,-0.01,-0.21,0.98
229951,-0.01,-0.21,0.97
229961,-0.01,-0.21,0.97
229971,-0.01,-0.21,0.97
229980,-0.01,-0.21,0.97
229990,-0.01,-0.21,0.97
230000,-0.01,-0.22,0.98
230009,-0.01,-0.22,0.98
230019,-0.02,-0.23,0.98
230028,-0.02,-0.23,0.98
230038,-0.02,-0.22,0.98
230048,-0.02,-0.21,0.97
230057,-0.01,-0.21,0.97
230067,-0.01,-0.21,0.96
230076,-0.01,-0.21,0.96
230086,-0.01,-0.21,0.96
230096,-0.02,-0.21,0.97
230105,-0.02,-0.21,0.97
230115,-0.02,-0.21,0.98
230125,-0.02,-0.22,0.98
230134,-0.02,-0.22,0.97
230144,-0.02,-0.22,0.97
230153,-0.02,-0.21,0.97
230163,-0.02,-0.20,0.97
230173,-0.02,-0.20,0.97
230182,-0.02,-0.20,0.97
230192,-0.02,-0.21,0.97
230201,-0.02,-0.21,0.98
230211,-0.02,-0.21,0.98
230221,-0.02,-0.21,0.98
230230,-0.02,-0.21,0.98
230240,-0.02,-0.20,0.98
230250,-0.02,-0.20,0.98
230259,-0.02,-0.20,0.98
230269,-0.02,-0.21,0.98
230278,-0.02,-0.21,0.98
230288,-0.02,-0.21,0.98
230298,-0.02,-0.21,0.98
230307,-0.02,-0.22,0.97
230317,-0.02,-0.22,0.97
230326,-0.02,-0.21,0.97
230336,-0.01,-0.21,0.96
230346,-0.01,-0.20,0.97
230355,-0.01,-0.20,0.97
230365,-0.02,-0.20,0.97
230375,-0.02,-0.19,0.97
230384,-0.02,-0.19,0.97
230394,-0.02,-0.19,0.98
230403,-0.02,-0.19,0.98
230413,-0.02,-0.19,0.98
230423,-0.02,-0.20,0.98
230432,-0.02,-0.20,0.98
230442,-0.02,-0.20,0.98
230451,-0.02,-0.21,0.98
230461,-0.02,-0.21,0.98
230471,-0.02,-0.21,0.98
230480,-0.02,-0.20,0.98
230490,-0.02,-0.20,0.98
230500,-0.02,-0.20,0.98
230509,-0.02,-0.20,0.98
230519,-0.02,-0.20,0.98
230528,-0.02,-0.20,0.98
230538,-0.02,-0.20,0.97
230548,-0.02,-0.19,0.97
230557,-0.02,-0.19,0.97
230567,-0.02,-0.19,0.97
230576,-0.02,-0.19,0.97
230586,-0.02,-0.19,0.97
230596,-0.02,-0.19,0.97
230605,-0.02,-0.19,0.98
230615,-0.02,-0.19,0.98
230625,-0.02,-0.19,0.98
230634,-0.02,-0.19,0.98
230644,-0.02,-0.19,0.98
230653,-0.02,-0.19,0.98
230663,-0.02,-0.19,0.98
230673,-0.02,-0.19,0.98
230682,-0.02,-0.19,0.98
230692,-0.02,-0.19,0.98
230701,-0.02,-0.18,0.97
230711,-0.02,-0.18,0.97
230721,-0.02,-0.18,0.97
230730,-0.02,-0.18,0.97
230740,-0.02,-0.18,0.98
230750,-0.02,-0.18,0.98
230759,-0.02,-0.19,0.99
230769,-0.02,-0.19,0.98
230778,-0.02,-0.20,0.98
230788,-0.02,-0.19,0.98
230798,-0.02,-0.19,0.98
230807,-0.02,-0.18,0.97
230817,-0.02,-0.18,0.97
230826,-0.02,-0.18,0.97
230836,-0.02,-0.18,0.98
230846,-0.02,-0.18,0.98
230855,-0.02,-0.19,0.98
230865,-0.02,-0.19,0.98
230875,-0.03,-0.19,0.99
230884,-0.03,-0.19,0.99
230894,-0.03,-0.19,0.99
230903,-0.02,-0.19,0.98
230913,-0.02,-0.18,0.98
230923,-0.02,-0.17,0.98
230932,-0.02,-0.17,0.98
230942,-0.02,-0.17,0.98
230951,-0.02,-0.17,0.98
230961,-0.02,-0.17,0.98
230971,-0.03,-0.18,0.98
230980,-0.03,-0.18,0.98
230990,-0.03,-0.18,0.98
231000,-0.02,-0.17,0.98
231009,-0.02,-0.17,0.98
231019,-0.02,-0.17,0.98
231028,-0.02,-0.17,0.97
231038,-0.02,-0.18,0.98
231048,-0.02,-0.18,0.98
231057,-0.02,-0.18,0.98
231067,-0.02,-0.17,0.98
231076,-0.02,-0.17,0.98
231086,-0.02,-0.16,0.98
231096,-0.02,-0.16,0.98
231105,-0.02,-0.15,0.98
231115,-0.02,-0.16,0.98
231125,-0.03,-0.16,0.98
231134,-0.03,-0.17,0.99
231144,-0.03,-0.17,0.99
231153,-0.03,-0.18,0.99
231163,-0.03,-0.18,0.99
231173,-0.03,-0.18,0.99
231182,-0.02,-0.17,0.98
231192,-0.02,-0.17,0.98
231201,-0.02,-0.16,0.98
231211,-0.02,-0.16,0.98
231221,-0.03,-0.16,0.98
231230,-0.03,-0.16,0.98
231240,-0.03,-0.16,0.98
231250,-0.03,-0.17,0.98
231259,-0.03,-0.17,0.98
231269,-0.03,-0.17,0.98
231278,-0.03,-0.17,0.98
231288,-0.03,-0.17,0.98
231298,-0.03,-0.16,0.98
231307,-0.03,-0.16,0.98
231317,-0.02,-0.16,0.98
231326,-0.02,-0.16,0.98
231336,-0.02,-0.16,0.98
231346,-0.02,-0.16,0.98
231355,-0.02,-0.16,0.98
231365,-0.03,-0.16,0.98
231375,-0.03,-0.17,0.98
231384,-0.03,-0.17,0.98
231394,-0.03,-0.17,0.98
231403,-0.03,-0.17,0.98
231413,-0.03,-0.17,0.98
231423,-0.02,-0.17,0.98
231432,-0.02,-0.16,0.98
231442,-0.02,-0.17,0.98
231451,-0.02,-0.17,0.98
231461,-0.03,-0.17,0.98
231471,-0.03,-0.17,0.98
231480,-0.02,-0.17,0.98
231490,-0.02,-0.17,0.98
231500,-0.02,-0.17,0.98
231509,-0.03,-0.17,0.98
231519,-0.03,-0.17,0.98
231528,-0.03,-0.17,0.98
231538,-0.03,-0.17,0.98
231548,-0.03,-0.17,0.98
231557,-0.02,-0.17,0.98
231567,-0.02,-0.16,0.98
231576,-0.02,-0.17,0.98
231586,-0.02,-0.17,0.98
231596,-0.02,-0.17,0.98
231605,-0.02,-0.17,0.98
231615,-0.02,-0.18,0.98
231625,-0.03,-0.17,0.98
231634,-0.03,-0.17,0.99
231644,-0.03,-0.17,0.99
231653,-0.03,-0.16,0.98
231663,-0.02,-0.16,0.98
231673,-0.03,-0.16,0.98
231682,-0.03,-0.16,0.98
231692,-0.03,-0.16,0.98
231701,-0.02,-0.17,0.98
231711,-0.02,-0.17,0.98
231721,-0.02,-0.18,0.98
231730,-0.02,-0.18,0.98
231740,-0.02,-0.18,0.98
231750,-0.02,-0.18,0.98
231759,-0.02,-0.17,0.98
231769,-0.02,-0.17,0.98
231778,-0.02,-0.16,0.98
231788,-0.02,-0.16,0.98
231798,-0.03,-0.16,0.99
231807,-0.03,-0.16,0.99
231817,-0.03,-0.15,0.99
231826,-0.03,-0.15,0.99
231836,-0.03,-0.16,0.99
231846,-0.03,-0.17,0.99
231855,-0.03,-0.18,0.99
231865,-0.02,-0.18,0.98
231875,-0.02,-0.18,0.98
231884,-0.02,-0.18,0.98
231894,-0.01,-0.16,0.98
231903,-0.01,-0.15,0.98
231913,-0.01,-0.15,0.99
231923,-0.02,-0.15,0.99
231932,-0.02,-0.15,1.00
231942,-0.02,-0.16,1.00
231951,-0.03,-0.17,1.00
231961,-0.03,-0.18,1.01
231971,-0.04,-0.18,1.01
231980,-0.04,-0.19,1.02
231990,-0.04,-0.19,1.02
232000,-0.04,-0.20,1.02
232009,-0.03,-0.19,1.01
232019,-0.03,-0.19,1.01
232028,-0.03,-0.18,1.00
232038,-0.02,-0.18,0.98
232048,-0.02,-0.17,0.96
232057,-0.02,-0.18,0.93
232067,-0.03,-0.17,0.92
232076,-0.03,-0.14,0.92
232086,-0.02,-0.10,0.92
232096,-0.01,-0.08,0.93
232105,-0.00,-0.08,0.92
232115,0.01,-0.10,0.91
232125,0.02,-0.13,0.91
232134,0.02,-0.16,0.93
232144,0.01,-0.19,0.96
232153,-0.00,-0.22,0.99
232163,-0.02,-0.24,1.01
232173,-0.03,-0.25,1.03
232182,-0.04,-0.26,1.04
232192,-0.05,-0.26,1.05
232201,-0.05,-0.25,1.04
232211,-0.05,-0.22,1.02
232221,-0.04,-0.19,1.00
232230,-0.04,-0.16,0.99
232240,-0.04,-0.13,0.98
232250,-0.04,-0.12,0.97
232259,-0.05,-0.12,0.96
232269,-0.05,-0.13,0.96
232278,-0.04,-0.13,0.95
232288,-0.04,-0.13,0.95
232298,-0.02,-0.12,0.95
232307,-0.01,-0.12,0.95
232317,0.00,-0.14,0.95
232326,0.01,-0.16,0.95
232336,0.02,-0.18,0.95
232346,0.02,-0.20,0.97
232355,0.01,-0.21,0.99
232365,-0.01,-0.22,1.00
232375,-0.02,-0.22,1.01
232384,-0.02,-0.22,1.02
232394,-0.03,-0.22,1.01
232403,-0.03,-0.22,1.01
232413,-0.03,-0.21,1.00
232423,-0.04,-0.21,0.99
232432,-0.04,-0.20,0.99
232442,-0.04,-0.19,0.99
232451,-0.03,-0.18,0.98
232461,-0.03,-0.18,0.97
232471,-0.03,-0.17,0.95
232480,-0.02,-0.17,0.95
232490,-0.02,-0.16,0.94
232500,-0.01,-0.16,0.94
232509,-0.01,-0.15,0.95
232519,-0.02,-0.16,0.96
232528,-0.02,-0.16,0.97
232538,-0.02,-0.18,0.98
232548,-0.03,-0.18,0.99
232557,-0.02,-0.19,1.00
232567,-0.02,-0.19,1.00
232576,-0.02,-0.19,1.00
232586,-0.02,-0.19,1.00
232596,-0.02,-0.19,1.00
232605,-0.02,-0.19,1.00
232615,-0.03,-0.19,1.01
232625,-0.03,-0.17,1.01
232634,-0.03,-0.16,1.01
232644,-0.03,-0.16,1.00
232653,-0.03,-0.16,0.98
232663,-0.02,-0.17,0.98
232673,-0.03,-0.19,0.98
232682,-0.04,-0.20,0.98
232692,-0.05,-0.20,0.98
232701,-0.05,-0.20,0.99
232711,-0.05,-0.20,0.98
232721,-0.04,-0.19,0.97
232730,-0.03,-0.18,0.96
232740,-0.02,-0.17,0.95
232750,-0.01,-0.16,0.94
232759,0.00,-0.15,0.94
232769,0.01,-0.15,0.94
232778,0.01,-0.15,0.94
232788,0.01,-0.16,0.95
232798,0.00,-0.17,0.96
232807,-0.00,-0.18,0.98
232817,-0.01,-0.19,0.99
232826,-0.02,-0.20,1.00
232836,-0.02,-0.20,1.00
232846,-0.02,-0.20,1.00
232855,-0.02,-0.20,1.00
232865,-0.03,-0.19,1.00
232875,-0.03,-0.19,0.99
232884,-0.04,-0.18,0.99
232894,-0.04,-0.17,0.99
232903,-0.04,-0.17,0.98
232913,-0.04,-0.16,0.98
232923,-0.04,-0.16,0.97
232932,-0.04,-0.16,0.97
232942,-0.03,-0.16,0.96
232951,-0.03,-0.16,0.96
232961,-0.03,-0.17,0.96
232971,-0.02,-0.17,0.96
232980,-0.02,-0.17,0.97
232990,-0.02,-0.17,0.97
233000,-0.02,-0.18,0.97
233009,-0.02,-0.19,0.98
233019,-0.02,-0.20,0.98
233028,-0.02,-0.20,0.98
233038,-0.02,-0.20,0.99
233048,-0.02,-0.19,1.00
233057,-0.02,-0.19,1.00
233067,-0.02,-0.18,0.99
233076,-0.02,-0.18,0.99
233086,-0.02,-0.17,0.99
233096,-0.03,-0.18,0.98
233105,-0.03,-0.18,0.98
233115,-0.03,-0.18,0.97
233125,-0.02,-0.19,0.97
233134,-0.02,-0.19,0.97
233144,-0.02,-0.19,0.96
233153,-0.02,-0.19,0.97
233163,-0.02,-0.19,0.97
233173,-0.02,-0.19,0.97
233182,-0.02,-0.19,0.97
233192,-0.02,-0.18,0.97
233201,-0.02,-0.18,0.97
233211,-0.02,-0.17,0.97
233221,-0.02,-0.17,0.97
233230,-0.01,-0.17,0.97
233240,-0.01,-0.17,0.97
233250,-0.01,-0.17,0.98
233259,-0.02,-0.18,0.99
233269,-0.02,-0.19,0.99
233278,-0.03,-0.20,0.99
233288,-0.04,-0.21,0.99
233298,-0.05,-0.20,0.99
233307,-0.05,-0.19,1.00
233317,-0.04,-0.18,0.99
233326,-0.02,-0.17,0.99
233336,-0.01,-0.17,0.98
233346,-0.00,-0.18,0.97
233355,0.01,-0.19,0.97
233365,0.00,-0.21,0.96
233375,-0.00,-0.21,0.96
233384,-0.00,-0.20,0.96
233394,-0.01,-0.19,0.97
233403,-0.01,-0.18,0.98
233413,-0.01,-0.18,0.98
233423,-0.01,-0.17,0.98
233432,-0.01,-0.17,0.98
233442,-0.02,-0.17,0.98
233451,-0.04,-0.17,0.98
233461,-0.05,-0.17,0.99
233471,-0.06,-0.17,0.99
233480,-0.05,-0.18,0.99
233490,-0.04,-0.18,0.98
233500,-0.03,-0.18,0.97
233509,-0.01,-0.18,0.96
233519,-0.01,-0.18,0.96
233528,-0.01,-0.19,0.96
233538,-0.02,-0.19,0.97
233548,-0.02,-0.18,0.98
233557,-0.03,-0.18,0.99
233567,-0.03,-0.18,1.00
233576,-0.03,-0.19,1.00
233586,-0.03,-0.20,0.99
233596,-0.02,-0.20,0.98
233605,-0.02,-0.20,0.98
233615,-0.01,-0.20,0.98
233625,-0.01,-0.20,0.98
233634,-0.00,-0.21,0.97
233644,-0.00,-0.23,0.97
233653,-0.01,-0.24,0.97
233663,-0.01,-0.24,0.97
233673,-0.01,-0.24,0.97
233682,-0.02,-0.24,0.98
233692,-0.02,-0.22,0.98
233701,-0.02,-0.20,0.98
233711,-0.02,-0.19,0.99
233721,-0.02,-0.18,0.99
233730,-0.03,-0.17,0.99
233740,-0.03,-0.17,0.99
233750,-0.04,-0.18,0.98
233759,-0.03,-0.18,0.98
233769,-0.03,-0.18,0.97
233778,-0.02,-0.18,0.96
233788,-0.01,-0.18,0.96
233798,-0.01,-0.19,0.96
233807,-0.01,-0.19,0.96
233817,-0.01,-0.20,0.96
233826,-0.02,-0.21,0.97
233836,-0.02,-0.21,0.98
233846,-0.02,-0.22,0.98
233855,-0.02,-0.23,0.98
233865,-0.01,-0.23,0.98
233875,-0.01,-0.21,0.98
233884,-0.01,-0.19,0.98
233894,-0.01,-0.18,0.99
233903,-0.01,-0.16,0.99
233913,-0.03,-0.15,1.00
233923,-0.04,-0.13,1.01
233932,-0.05,-0.12,1.01
233942,-0.04,-0.12,1.00
233951,-0.03,-0.13,0.98
233961,-0.02,-0.15,0.96
233971,-0.01,-0.16,0.95
233980,-0.00,-0.18,0.95
233990,-0.01,-0.19,0.95
234000,-0.01,-0.20,0.96
234009,-0.01,-0.21,0.97
234019,-0.01,-0.21,0.98
234028,-0.02,-0.21,0.98
234038,-0.02,-0.20,0.99
234048,-0.03,-0.19,1.00
234057,-0.03,-0.19,1.00
234067,-0.03,-0.19,0.99
234076,-0.03,-0.19,0.99
234086,-0.03,-0.19,0.98
234096,-0.02,-0.19,0.98
234105,-0.03,-0.19,0.97
234115,-0.02,-0.18,0.96
234125,-0.02,-0.17,0.96
234134,-0.02,-0.17,0.96
234144,-0.02,-0.17,0.96
234153,-0.02,-0.17,0.96
234163,-0.02,-0.18,0.97
234173,-0.02,-0.19,0.97
234182,-0.03,-0.19,0.98
234192,-0.03,-0.19,0.98
234201,-0.03,-0.19,0.98
234211,-0.02,-0.18,0.98
234221,-0.02,-0.18,0.99
234230,-0.02,-0.17,0.99
234240,-0.02,-0.17,0.99
234250,-0.02,-0.17,0.99
234259,-0.02,-0.17,0.99
234269,-0.02,-0.17,0.98
234278,-0.02,-0.17,0.98
234288,-0.01,-0.17,0.97
234298,-0.02,-0.18,0.97
234307,-0.02,-0.18,0.97
234317,-0.02,-0.18,0.97
234326,-0.02,-0.18,0.98
234336,-0.02,-0.18,0.98
234346,-0.03,-0.18,0.98
234355,-0.03,-0.18,0.98
234365,-0.03,-0.17,0.99
234375,-0.03,-0.17,0.99
234384,-0.03,-0.17,0.98
234394,-0.03,-0.17,0.98
234403,-0.03,-0.17,0.98
234413,-0.03,-0.18,0.98
234423,-0.03,-0.18,0.99
234432,-0.03,-0.19,0.99
234442,-0.03,-0.19,0.98
234451,-0.02,-0.19,0.98
234461,-0.02,-0.20,0.98
234471,-0.02,-0.20,0.97
234480,-0.02,-0.20,0.97
234490,-0.02,-0.20,0.97
234500,-0.02,-0.20,0.97
234509,-0.02,-0.19,0.97
234519,-0.02,-0.19,0.98
234528,-0.03,-0.18,0.98
234538,-0.03,-0.18,0.98
234548,-0.03,-0.18,0.98
234557,-0.03,-0.19,0.98
234567,-0.03,-0.19,0.97
234576,-0.02,-0.19,0.97
234586,-0.02,-0.19,0.97
234596,-0.02,-0.19,0.97
234605,-0.02,-0.18,0.97
234615,-0.02,-0.18,0.97
234625,-0.03,-0.18,0.98
234634,-0.03,-0.18,0.98
234644,-0.03,-0.18,0.99
234653,-0.03,-0.18,0.99
234663,-0.03,-0.17,0.99
234673,-0.03,-0.17,0.99
234682,-0.02,-0.17,0.99
234692,-0.02,-0.18,0.98
234701,-0.02,-0.18,0.98
234711,-0.03,-0.19,0.98
234721,-0.03,-0.19,0.99
234730,-0.03,-0.20,0.99
234740,-0.03,-0.20,0.98
234750,-0.03,-0.19,0.98
234759,-0.02,-0.19,0.97
234769,-0.02,-0.18,0.97
234778,-0.01,-0.17,0.96
234788,-0.01,-0.17,0.96
234798,-0.02,-0.17,0.96
234807,-0.02,-0.17,0.97
234817,-0.02,-0.17,0.98
234826,-0.03,-0.18,0.98
234836,-0.03,-0.18,0.98
234846,-0.02,-0.19,0.98
234855,-0.02,-0.19,0.98
234865,-0.02,-0.19,0.98
234875,-0.02,-0.18,0.98
234884,-0.02,-0.18,0.99
234894,-0.03,-0.18,0.99
234903,-0.03,-0.18,1.00
234913,-0.03,-0.18,1.00
234923,-0.03,-0.18,0.99
234932,-0.03,-0.17,0.99
234942,-0.03,-0.15,0.98
234951,-0.02,-0.15,0.98
234961,-0.02,-0.16,0.97
234971,-0.02,-0.16,0.97
234980,-0.02,-0.17,0.97
234990,-0.02,-0.18,0.97
235000,-0.02,-0.18,0.97
235009,-0.03,-0.18,0.98
235019,-0.03,-0.19,0.98
235028,-0.04,-0.18,0.99
235038,-0.04,-0.18,0.99
235048,-0.04,-0.17,0.99
235057,-0.03,-0.17,0.98
235067,-0.03,-0.17,0.98
235076,-0.03,-0.17,0.97
235086,-0.02,-0.17,0.98
235096,-0.02,-0.17,0.98
235105,-0.02,-0.17,0.98
235115,-0.02,-0.17,0.98
235125,-0.02,-0.18,0.98
235134,-0.02,-0.18,0.98
235144,-0.02,-0.18,0.98
235153,-0.02,-0.18,0.98
235163,-0.02,-0.17,0.98
235173,-0.02,-0.17,0.98
235182,-0.03,-0.18,0.98
235192,-0.03,-0.18,0.98
235201,-0.03,-0.18,0.98
235211,-0.03,-0.18,0.99
235221,-0.03,-0.18,0.98
235230,-0.03,-0.17,0.98
235240,-0.03,-0.17,0.98
235250,-0.02,-0.17,0.98
235259,-0.02,-0.18,0.97
235269,-0.02,-0.18,0.98
235278,-0.03,-0.19,0.98
235288,-0.03,-0.20,0.98
235298,-0.03,-0.19,0.98
235307,-0.03,-0.17,0.98
235317,-0.03,-0.16,0.99
235326,-0.03,-0.14,0.99
235336,-0.03,-0.14,0.98
235346,-0.02,-0.15,0.98
235355,-0.02,-0.16,0.99
235365,-0.03,-0.17,0.99
235375,-0.03,-0.19,1.00
235384,-0.03,-0.20,1.00
235394,-0.03,-0.20,1.00
235403,-0.03,-0.20,0.99
235413,-0.03,-0.19,0.99
235423,-0.03,-0.19,0.98
235432,-0.04,-0.19,0.97
235442,-0.04,-0.19,0.97
235451,-0.03,-0.19,0.95
235461,-0.02,-0.20,0.94
235471,-0.01,-0.20,0.94
235480,0.00,-0.20,0.93
235490,0.01,-0.20,0.93
235500,0.01,-0.19,0.94
235509,0.01,-0.19,0.95
235519,-0.00,-0.18,0.97
235528,-0.01,-0.17,0.99
235538,-0.02,-0.17,1.01
235548,-0.03,-0.17,1.02
235557,-0.04,-0.18,1.02
235567,-0.04,-0.18,1.02
235576,-0.05,-0.18,1.02
235586,-0.05,-0.17,1.02
235596,-0.05,-0.16,1.02
235605,-0.05,-0.16,1.01
235615,-0.05,-0.16,1.00
235625,-0.03,-0.17,0.98
235634,-0.02,-0.19,0.96
235644,-0.00,-0.20,0.94
235653,0.00,-0.21,0.93
235663,-0.00,-0.21,0.93
235673,-0.01,-0.20,0.94
235682,-0.02,-0.19,0.96
235692,-0.03,-0.18,0.97
235701,-0.04,-0.17,0.99
235711,-0.04,-0.17,0.99
235721,-0.04,-0.16,1.00
235730,-0.04,-0.17,1.00
235740,-0.04,-0.18,1.00
235750,-0.03,-0.18,1.00
235759,-0.03,-0.19,0.99
235769,-0.03,-0.19,0.99
235778,-0.03,-0.19,0.99
235788,-0.03,-0.20,0.98
235798,-0.03,-0.20,0.98
235807,-0.03,-0.19,0.98
235817,-0.03,-0.19,0.98
235826,-0.04,-0.18,0.99
235836,-0.05,-0.17,0.99
235846,-0.04,-0.16,0.99
235855,-0.04,-0.17,0.97
235865,-0.02,-0.18,0.96
235875,-0.00,-0.18,0.94
235884,0.01,-0.19,0.94
235894,0.01,-0.19,0.94
235903,0.01,-0.20,0.95
235913,-0.00,-0.20,0.96
235923,-0.02,-0.19,0.98
235932,-0.03,-0.18,1.00
235942,-0.04,-0.16,1.01
235951,-0.04,-0.15,1.01
235961,-0.04,-0.14,1.01
235971,-0.04,-0.13,1.00
235980,-0.04,-0.13,1.00
235990,-0.04,-0.14,0.99
236000,-0.03,-0.15,0.98
236009,-0.03,-0.16,0.98
236019,-0.02,-0.18,0.97
236028,-0.02,-0.19,0.97
236038,-0.02,-0.19,0.97
236048,-0.02,-0.19,0.97
236057,-0.02,-0.18,0.98
236067,-0.02,-0.17,0.98
236076,-0.02,-0.16,0.98
236086,-0.02,-0.16,0.97
236096,-0.02,-0.16,0.97
236105,-0.02,-0.17,0.98
236115,-0.02,-0.18,0.98
236125,-0.03,-0.19,0.99
236134,-0.03,-0.19,1.00
236144,-0.04,-0.19,1.00
236153,-0.04,-0.20,1.00
236163,-0.04,-0.19,0.99
236173,-0.04,-0.19,0.99
236182,-0.04,-0.18,0.98
236192,-0.04,-0.16,0.98
236201,-0.04,-0.15,0.97
236211,-0.03,-0.15,0.96
236221,-0.03,-0.16,0.95
236230,-0.03,-0.16,0.95
236240,-0.02,-0.17,0.96
236250,-0.03,-0.17,0.97
236259,-0.03,-0.17,0.99
236269,-0.03,-0.18,0.99
236278,-0.03,-0.18,1.00
236288,-0.03,-0.18,1.00
236298,-0.03,-0.19,1.00
236307,-0.03,-0.18,1.00
236317,-0.03,-0.18,1.00
236326,-0.03,-0.17,0.99
236336,-0.02,-0.16,0.99
236346,-0.02,-0.16,0.98
236355,-0.02,-0.16,0.98
236365,-0.02,-0.16,0.97
236375,-0.02,-0.16,0.97
236384,-0.02,-0.16,0.98
236394,-0.02,-0.16,0.98
236403,-0.02,-0.17,0.98
236413,-0.02,-0.17,0.97
236423,-0.02,-0.17,0.97
236432,-0.02,-0.17,0.97
236442,-0.02,-0.16,0.98
236451,-0.02,-0.16,0.98
236461,-0.02,-0.16,0.98
236471,-0.02,-0.16,0.99
236480,-0.02,-0.17,0.99
236490,-0.02,-0.17,0.99
236500,-0.03,-0.17,0.99
236509,-0.03,-0.17,0.99
236519,-0.03,-0.17,0.99
236528,-0.03,-0.17,0.98
236538,-0.03,-0.18,0.98
236548,-0.03,-0.18,0.97
236557,-0.03,-0.18,0.97
236567,-0.03,-0.18,0.97
236576,-0.03,-0.18,0.98
236586,-0.03,-0.17,0.98
236596,-0.04,-0.17,0.99
236605,-0.03,-0.17,0.99
236615,-0.04,-0.17,0.99
236625,-0.04,-0.17,0.98
236634,-0.03,-0.17,0.99
236644,-0.03,-0.17,0.99
236653,-0.04,-0.17,0.99
236663,-0.03,-0.17,0.99
236673,-0.03,-0.17,0.99
236682,-0.03,-0.17,0.98
236692,-0.03,-0.18,0.98
236701,-0.03,-0.18,0.98
236711,-0.03,-0.18,0.98
236721,-0.03,-0.17,0.98
236730,-0.03,-0.17,0.98
236740,-0.03,-0.17,0.98
236750,-0.02,-0.17,0.97
236759,-0.03,-0.17,0.97
236769,-0.03,-0.17,0.97
